Origin URL,Name,Average_score,Number_of_reviewers,Variety,Aroma,Taste,Finish,Maturation,Volume,Action_price,Contains_colouring,Product description,Distillery,Distillery_status,Distillery_founding_year,Taste_list,Taste_sentence,Alcohol_content_percent,Country,Region
https://www.whisky.de/shop/en/product/Bowmore-15-Years.html?&searchorigin=2&preisMaxOverride=385,Bowmore 15 Years,4.3,492.0,single malt,"Dark chocolate, sun-dried fruit and a hint of Islay smoke.",Delightful cedar wood and strong caramel syrup.,Powerful and complex with light sherry.,Bourbon casks and finish in oloroso sherry casks,0.7,39.9,True,"After maturing in bourbon casks, the extremely popular 15-year-old Bowmore Single Malt Whisky was given a 3-year finish in sherry casks. Bowmore is a typical Islay whisky. It has a beautiful peat smoke note that meets fruity accents and pleasant sea and salt flavours.
Best whiskies from 25 years of Whisky.de - Scotland
Distributor
Beam Suntory Distribution S.L. C/Mahonia N.2 28042 Madrid /ES
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Bowmore,Open,1779,['Peat Smoke\n Sherry\n Sweet'],"Peat Smoke
 Sherry
 Sweet",43.0,Scotland,Islay
https://www.whisky.de/shop/en/product/Aberlour-Double-Cask-16-Years.html?&searchorigin=2&preisMaxOverride=385,Aberlour Double Cask 16 Years,4.3,215.0,single malt,Soft and floral with notes of nuts and spices.,"Intense sherry, fruit and spice with floral and slightly woody notes.",Long and warming with fruit and subtle spice.,Ex-Bourbon and Oloroso Sherry casks,0.7,64.9,True,"The Aberlour Double Cask was matured in two different types of casks. Besides fruity sherry casks, ex-bourbon casks were also used. After the 16-year maturation, the malts were blended together.
Bottled with 43 % vol.
Distributor
Pernod Ricard Deutschland GmbH Habsburgerring 2 50674 Köln /DE
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Aberlour,Open,1826,['Sherry\n Fruit\n Spices'],"Sherry
 Fruit
 Spices",43.0,Scotland,Speyside
https://www.whisky.de/shop/en/product/Macallan-Double-Cask-12-Years.html?&searchorigin=2&preisMaxOverride=385,Macallan Double Cask 12 Years,4.2,288.0,single malt,"Creamy and sweet with butterscotch, candied orange and apple, vanilla and oak.","Balanced and spicy with honey, citrus, sultanas and caramel.","Long, warming and dry with sweet notes.",American and European oak sherry casks,0.7,79.9,False,"Macallan Double Cask matured entirely in sherry casks. American oak casks were filled with sherry especially for Macallan and then used for the whisky maturation. In addition to the American oak casks, classic sherry casks made from European oak were also used.
For a long time, Double Cask was only available in Asia. In the meantime, the whisky has been included in Macallan's regular range.
Distributor
Beam Suntory Distribution S.L. C/Mahonia N.2 28042 Madrid /ES
Designation
Whisky
Country of origin
Scotland", Macallan,Open,1824,['Sweet\n Sherry\n Oak'],"Sweet
 Sherry
 Oak",40.0,Scotland,Speyside
https://www.whisky.de/shop/en/product/Talisker-10-Years.html?&searchorigin=2&preisMaxOverride=385,Talisker 10 Years,4.2,249.0,single malt,"Salty, smoky and strong with seawater and a lemony sweetness.","Sweet and smoky with barley malt and dried fruit, followed by an intense pepper note towards the end.","Warming, intense and persistent with pepper.",American white oak barrels,0.7,49.9,True,"This 10-year-old Talisker was distilled twice and matured in American white oak casks, giving the smoky flavour malty-sweet accents and maritime hints. The strong flavour is followed by the spicy facets for which the Talisker Distillery is known. The 'chilli catch' runs through the long, warming finish. The whisky is one of the spicier Single Malts currently available. The new design favours more sustainable packaging with less plastic. The Talisker distillery is located on the Isle of Skye, nestled between two hills that stretch down to the Atlantic Ocean. The distillery's slogan is ""made by the sea"", which literally and figuratively summarises the distillery.
Distributor
DBBV Molenwerf 12 1014 BG /NL
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Talisker,Open,1832,['Peat Smoke\n Spices\n Seaweed'],"Peat Smoke
 Spices
 Seaweed",45.8,Scotland,Islands
https://www.whisky.de/shop/en/product/Ardbeg-TEN-10-Years.html?&searchorigin=2&preisMaxOverride=385,Ardbeg TEN 10 Years,4.2,1219.0,single malt,"Balanced and deep, peat smoke.","First sweet, then very intense smoky notes, spicy and full-bodied.",Long and smoky. Slightly sweet with a hint of malt.,Ex-Bourbon,0.7,43.99,False,"Ardbeg TEN is the right Single Malt for fans of smoky, intense whisky. It tastes full and intense. An aromatic smoky note floats above it.
Best whiskies from 25 years of Whisky.de - Scotland
Distributor
MHCS 9 avenue de Champagne 51200 Epernay /FR
Designation
Whisky
Country of origin
Scotland", Ardbeg,Open,1815,['Peat Smoke\n Sweet\n Seaweed'],"Peat Smoke
 Sweet
 Seaweed",46.0,Scotland,Islay
https://www.whisky.de/shop/en/product/Suntory-Yamazaki-12-Years.html?&searchorigin=2&preisMaxOverride=385,Suntory Yamazaki 12 Years,4.2,216.0,single malt,"Fruity pineapple, peach and grapefruit paired with cloves, candied orange, vanilla and oak.","Notes of coconut, butter and cranberries.",Long lasting with sweet ginger and cinnamon.,,0.7,168.0,False,"The Suntory Yamazaki Malt Whisky matured in three different oak casks: American, Spanish and Japanese. This makes the whiskies from the Suntory distillery unmistakable.
The Yamazaki Valley on Mount Tennozan on the island of Honshu was the birthplace of Japanese whisky in 1923.
Best whiskies from 25 years of Whisky.de - International
Distributor
Beam Suntory Distribution S.L. C/Mahonia N.2 28042 Madrid /ES
Designation
Whisky
Country of origin
Japan", Suntory,Open,1923,['Sweet\n Fruit\n Oak'],"Sweet
 Fruit
 Oak",43.0,Japan,
https://www.whisky.de/shop/en/product/Eagle-Rare-10-Years.html?&searchorigin=2&preisMaxOverride=385,Eagle Rare 10 Years,4.2,332.0,kentucky straight bourbon,Full and sweet with a little vanilla.,"Rich, complex and fruity with traces of honey, smoke and salt.",Long and rich.,,0.7,36.9,False,"Eagle Rare is an outstanding Bourbon that has already won numerous medals in competitions. It is very impressive in volume and beguiles with a long, oaky finish.
In an exclusive, heavy glass bottle.
Distributor
Diversa Spezialitäten Hubert-Underberg-Allee 1 47495 Rheinberg/DE
Designation
Whiskey
Country of origin
USA", Buffalo Trace,Open,1869,['Sweet\n Caramel\n Vanilla'],"Sweet
 Caramel
 Vanilla",45.0,USA,Kentucky
https://www.whisky.de/shop/en/product/Ardmore-Port-Wood-Finish-12-Years.html?&searchorigin=2&preisMaxOverride=385,Ardmore Port Wood Finish 12 Years,4.3,756.0,single malt,"Summery and fruity with strawberries. With oranges, cinnamon and a little pepper.",Sweet and slightly smoky with apples and honey.,"Soft, smoky and dry.",Ex-bourbon casks and finish in port wine casks,0.7,37.9,True,"The Ardmore Port Wood Finish is '100% peated', i.e. created from slightly smoky malt with 12 ppm. Ardmore distils not only slightly smoky malt whisky, but also unpeated malt called Ardlair. The distillery usually matures its malts in quarter casks. This 12-year-old was aged in Bourbon and Port casks to give it a fruitier aroma.
Distributor
Beam Suntory Distribution S.L. C/Mahonia N.2 28042 Madrid /ES
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Ardmore,Open,1898,['Peat Smoke\n Fruit\n Sweet\n Sherry'],"Peat Smoke
 Fruit
 Sweet
 Sherry",46.0,Scotland,Highlands
https://www.whisky.de/shop/en/product/Laphroaig-Quarter-Casks.html?&searchorigin=2&preisMaxOverride=385,Laphroaig Quarter Casks,4.2,615.0,single malt,"Glowing peat ash, coconut and banana aromas.","Complex, full-bodied and lots of peat smoke. Surprises with a slight sweetness.",Long and dry with peat smoke and spices.,"Ex-Bourbon, post-matured in small Quarter Casks",0.7,46.9,True,"This Laphroaig was matured in ex-bourbon casks and allowed to mature in particularly small quarter casks. They give this malt whisky the perfect pairing of smoke and oak.
Distributor
Beam Suntory Distribution S.L. C/Mahonia N.2 28042 Madrid /ES
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Laphroaig,Open,1815,['Peat Smoke\n Medicinal Smoke\n Sweet'],"Peat Smoke
 Medicinal Smoke
 Sweet",48.0,Scotland,Islay
https://www.whisky.de/shop/en/product/Bunnahabhain-12-Years.html?&searchorigin=2&preisMaxOverride=385,Bunnahabhain 12 Years,4.3,821.0,single malt,"Fresh and aromatic with nuts, caramel and a hint of smoke.","Light with fruit and hints of vanilla, walnuts and malt.","Long lasting, sweet",Sherry and bourbon casks,0.7,49.9,False,"The 12-year-old Bunnahabhain with its powerful 46.3% vol. offers enough reserves to dilute with some still water. Bunnahabhain comes from the Gaelic and means 'river mouth', a direct reference to the Margadale River. The bottle is adorned with a sailor. Bunnahabhain was the first distillery the sailors saw when they returned to their home island of Islay!
Distributor
Diversa Spezialitäten Hubert-Underberg-Allee 1 47495 Rheinberg/DE
Designation
Whisky
Country of origin
Scotland", Bunnahabhain,Open,1881,['Sherry\n Sweet\n Fruit'],"Sherry
 Sweet
 Fruit",46.3,Scotland,Islay
https://www.whisky.de/shop/en/product/Ardbeg-An-Oa.html?&searchorigin=2&preisMaxOverride=385,Ardbeg An Oa,4.2,310.0,single malt,"Balanced and smoky with toffee, anise, syrup and dates. Accompanied by fruity aromas.","Soft, creamy and syrupy with milk chocolate, orange and burnt tea leaves. Spices, cigar smoke and grilled artichokes.","Long, smooth and smoky with anise.","PX sherry casks, new oak casks and bourbon casks. Marriage at Gathering Vat.",0.7,52.9,False,"Ardbeg An Oa (an:oh) is inspired by the Scottish peninsula 'The Oa' on the island of Islay. Until 2017, Ardbeg fans could only access 3 standard bottlings. Now you can discover yet another whisky character from the distillery: An Oa is sweeter and spicier than its brother TEN.
Distributor
MHCS 9 avenue de Champagne 51200 Epernay /FR
Designation
Whisky
Country of origin
Scotland", Ardbeg,Open,1815,['Peat Smoke\n Sweet\n Spices\n Sherry'],"Peat Smoke
 Sweet
 Spices
 Sherry",46.6,Scotland,Islay
https://www.whisky.de/shop/en/product/Talisker-Port-Ruighe.html?&searchorigin=2&preisMaxOverride=385,Talisker Port Ruighe,4.2,623.0,single malt,Balanced and sweet with campfire notes and plums. Accompanied by sweet malt and toffee.,"Smoky, spicy and savoury with dark fruits and pepper.",Full and persistent with smoke and dry cocoa.,Finish in port wine casks,0.7,45.9,True,"Talisker Port Ruighe is a tribute to the Scottish merchants of the 19th century who brought port wine from Portugal by ship. In the early days of the distillery, Talisker malts were matured in port casks.
Distributor
DBBV Molenwerf 12 1014 BG /NL
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Talisker,Open,1832,['Peat Smoke\n Spices\n Fruit\n Sherry'],"Peat Smoke
 Spices
 Fruit
 Sherry",45.8,Scotland,Islands
https://www.whisky.de/shop/en/product/Cardhu-18-Years.html?&searchorigin=2&preisMaxOverride=385,Cardhu 18 Years,4.1,228.0,single malt,"Soft and sweet with pears, plums and a hint of pineapple.",Pleasantly sweet with strong fruit and chocolate.,"Long lasting, complex and dry.",,0.7,98.9,True,"This 18-year-old Cardhu is one of the older ones from the Speyside distillery. Only the best casks were selected for this 18-year-old Single Malt.
Distributor
DBBV Molenwerf 12 1014 BG/NL
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Cardhu,Open,1824,['Fruit\n Sweet\n Chocolate'],"Fruit
 Sweet
 Chocolate",40.0,Scotland,Speyside
https://www.whisky.de/shop/en/product/Johnnie-Walker-Green-Label-15-Years.html?&searchorigin=2&preisMaxOverride=385,Johnnie Walker Green Label 15 Years,4.0,292.0,blended malt,Intense and balanced with grass and fruit.,"Peppery and sweet with vanilla, sandalwood and smoke.",Deep and persistent.,,0.7,54.9,True,"The 15-year-old Johnnie Walker Green Label was actually taken off the market in 2012. Due to worldwide customer demand, Diageo decided to relaunch the popular whisky in 2016. Green Label is one of the few blends from Johnnie Walker that are created exclusively from Single Malts. It gets its unique character mainly from malts from the distilleries Talisker, Linkwood, Cragganmore and Caol Ila.
Distributor
DBBV Molenwerf 12 1014 BG /NL
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color",unknown,Closed,,['Peat Smoke\n Sweet\n Spices'],"Peat Smoke
 Sweet
 Spices",43.0,,
https://www.whisky.de/shop/en/product/Tomatin-Port-Wood-Finish-14-Years.html?&searchorigin=2&preisMaxOverride=385,Tomatin Port Wood Finish 14 Years,4.0,284.0,single malt,"Honeydew melon, red berries and baked apples. Caramel, butterscotch, sweet honey and dark chocolate.","Notes of fruit and nuts. Peaches, apricots, mango, plum, walnut and pecan.","A mild, lingering fruit salad.",Bourbon barrels and 18-month post-maturation in port wine barrels,0.7,64.9,False,"The 14-year-old Tomatin was added to the distillery's standard range in 2014. At that time, the Single Malt was the first bottling of the distillery that was allowed to mature in port wine casks.
Distributor
The Tomatin Distillery Co. Ltd. 27 Rue Nicolo, 75116, Paris, France
Designation
Whisky
Country of origin
Scotland", Tomatin,Open,1897,['Fruit\n Sweet\n Sherry'],"Fruit
 Sweet
 Sherry",46.0,Scotland,Highlands
https://www.whisky.de/shop/en/product/Ardbeg-Wee-Beastie-5-Years.html?&searchorigin=2&preisMaxOverride=385,Ardbeg Wee Beastie 5 Years,4.0,304.0,single malt,"Intense black pepper, pine resin and strong smoke.",Doughy with chocolate and meat.,"Long, full-bodied and salty.",Bourbon and Oloroso Sherry casks,0.7,39.9,False,"Ardbeg Wee Beastie is a new standard bottling from the distillery. The story is based on a legendary figure on the moors of Islay. A small, biting monster is said to be wreaking havoc there. Due to its young age, the smoky notes in the Wee Beastie are very present and natural.
Distributor
MHCS 9 avenue de Champagne 51200 Epernay /FR
Designation
Whisky
Country of origin
Scotland", Ardbeg,Open,1815,['Peat Smoke\n Spices\n Sweet'],"Peat Smoke
 Spices
 Sweet",47.4,Scotland,Islay
https://www.whisky.de/shop/en/product/Auchentoshan-Three-Wood.html?&searchorigin=2&preisMaxOverride=385,Auchentoshan Three Wood,4.0,525.0,single malt,"Dark fruits, brown sugar, oranges and sultanas.",Fruits and sweet syrup combined with hazelnuts and cinnamon.,"Fresh, fruity and long.",Ex-Bourbon and finish in Oloroso and Pedro Ximénez sherry casks,0.7,42.9,True,"This is the strong Three Wood Whisky from Auchentoshan. After about 10 years of maturation in ex-bourbon casks, the whisky is matured for 2 years in an oloroso sherry cask before being matured for a further 6 months in a sweet Pedro Ximénez sherry cask.
Distributor
Beam Suntory Distribution S.L. C/Mahonia N.2 28042 Madrid /ES
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Auchentoshan,Open,1823,['Sherry\n Sweet\n Fruit'],"Sherry
 Sweet
 Fruit",43.0,Scotland,Lowlands
https://www.whisky.de/shop/en/product/Laphroaig-10-Years.html?&searchorigin=2&preisMaxOverride=385,Laphroaig 10 Years,4.0,1036.0,single malt,"Medicinal - Smoky, with a hint of seaweed.","Smoky, sweetish-medicinal-phenolic, salty.",Long lasting and pronounced.,,0.7,39.99,True,"The famous 10-year-old Laphroaig whisky has an extremely smoky flavour with a hint of seaweed and the sea. It is one of the most intense Islay malts whiskies. You either hate it or you love it.
Distributor
Beam Suntory Distribution S.L. C/Mahonia N.2 28042 Madrid /ES
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Laphroaig,Open,1815,['Peat Smoke\n Medicinal Smoke\n Maritime Notes'],"Peat Smoke
 Medicinal Smoke
 Maritime Notes",40.0,Scotland,Islay
https://www.whisky.de/shop/en/product/Balvenie-Double-Wood-12-Years.html?&searchorigin=2&preisMaxOverride=385,Balvenie Double Wood 12 Years,3.9,1034.0,single malt,"Sweet fruit and Oloroso sherry notes, with honey and vanilla.","Soft and mild. Followed by nutty sweetness, cinnamon and fine sherry layer.",Long and warming.,Bourbon casks and finish in oloroso sherry casks,0.7,49.9,True,"Balvenie Double Wood 12 Year Old celebrated its 25th birthday in 2018. This milestone began in 1993 and is proof of the craftsmanship of Malt Master David Stewart, who developed a process in 1982 that is now known as 'wood finishing'.
Ex-bourbon casks made from American oak and hogsheads are used for the 12-year-old Balvenie Double Wood. This Single Malt is then matured in ex-Oloroso sherry casks made from Spanish oak.
The best whiskies from 25 years of Whisky.de - Scotland
Distributor
William Grant & Sons Global Brands LTD Ballard & Clonminch Tullamore Co. Offaly R23 E027 /IE
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Balvenie,Open,1892,['Sweet\n Sherry\n Nuts'],"Sweet
 Sherry
 Nuts",40.0,Scotland,Speyside
https://www.whisky.de/shop/en/product/Blair-Athol-12-Years.html?&searchorigin=2&preisMaxOverride=385,Blair Athol 12 Years,4.0,296.0,single malt,"Slightly sweetish, some smoke.",Sweet and smoky. Warming.,"Long, with discreet sweetness.",,0.7,49.9,True,"The aroma of this Blair Athol is slightly sweet and shows a hint of smoke. Both are also more pronounced in the Taste. In the long finish, the sweetness is only subtly perceptible.
Under the Flora & Fauna Series, the owner Diageo bottles selected casks from a few distilleries, each individually as a Single Malt. The Flora & Fauna series is a true enrichment of the whisky scene and is regarded by collectors as an original bottling if there are no other original bottlings.
Distributor
Blair Athol Distillery Perth Road Pitlochry Perthshire PH16 5LY/GB
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Blair Athol,Open,1798,['Sweet\n Sherry\n Fruit'],"Sweet
 Sherry
 Fruit",43.0,Scotland,Highlands
